PG.UniProtIds,gene_name,ProteinName,PG.ProteinNames,modification,cellline,condition,mean_ks,sd_ks,se_ks,mean_l2fc,sd_l2fc,se_l2fc,,,,,,
O15372,EIF3H,eukaryotic translation initiation factor 3 subunit H,EIF3H_HUMAN,GCN2 KO,293T,Rich,0.061885,0.052064272,0.030059322,0,0,0,,,,,,
O15372,EIF3H,eukaryotic translation initiation factor 3 subunit H,EIF3H_HUMAN,GCN2 KO,293T,−Arg,0.02269,0.002234457,0.001290065,-1.135955697,1.255708901,0.724983872,,,,,,
O15372,EIF3H,eukaryotic translation initiation factor 3 subunit H,EIF3H_HUMAN,GCN2 KO,293T,−Leu,0.008801,0.004905907,0.002832427,-2.620564073,2.248228087,1.298015091,,,,,,
O15372,EIF3H,eukaryotic translation initiation factor 3 subunit H,EIF3H_HUMAN,WT,293T,Rich,0.06267,0.029346625,0.016943282,0,0,0,,,,,,
O15372,EIF3H,eukaryotic translation initiation factor 3 subunit H,EIF3H_HUMAN,WT,293T,−Arg,0.00993,0.001484924,8.57E-04,-2.221942123,0.628096758,0.362631832,,,,,,
O15372,EIF3H,eukaryotic translation initiation factor 3 subunit H,EIF3H_HUMAN,WT,293T,−Leu,0.005861,NA,NA,-3.906151951,NA,NA,,,,,,
O43143,DHX15,DEAH-box helicase 15,DHX15_HUMAN,GCN2 KO,293T,Rich,0.058123333,0.013045882,0.007532043,0,0,0,,,,,,
O43143,DHX15,DEAH-box helicase 15,DHX15_HUMAN,GCN2 KO,293T,−Arg,0.0115525,0.006770547,0.003908977,-2.585498494,0.61761771,0.356581751,,,,,,
O43143,DHX15,DEAH-box helicase 15,DHX15_HUMAN,GCN2 KO,293T,−Leu,0.010932,0.005145619,0.002970824,-2.502108489,0.416963398,0.24073393,,,,,,
O43143,DHX15,DEAH-box helicase 15,DHX15_HUMAN,WT,293T,Rich,0.09782,0.017155492,0.009904728,0,0,0,,,,,,
O43143,DHX15,DEAH-box helicase 15,DHX15_HUMAN,WT,293T,−Arg,0.012682333,0.004625203,0.002670362,-2.990702848,0.299733596,0.173051272,,,,,,
O43143,DHX15,DEAH-box helicase 15,DHX15_HUMAN,WT,293T,−Leu,0.013532,0.006997529,0.004040025,-2.818627068,0.981451472,0.566641272,,,,,,
O43172,PRPF4,pre-mRNA processing factor 4,PRP4_HUMAN,GCN2 KO,293T,Rich,0.1041,NA,NA,0,NA,NA,,,,,,
O43172,PRPF4,pre-mRNA processing factor 4,PRP4_HUMAN,GCN2 KO,293T,−Leu,0.04345,NA,NA,-1.260541986,NA,NA,,,,,,
O43175,PHGDH,phosphoglycerate dehydrogenase,SERA_HUMAN,GCN2 KO,293T,Rich,0.03746,0.010318857,0.005957595,0,0,0,,,,,,
O43175,PHGDH,phosphoglycerate dehydrogenase,SERA_HUMAN,GCN2 KO,293T,−Arg,0.009769667,0.001660663,9.59E-04,-1.919673645,0.253626759,0.146431477,,,,,,
O43175,PHGDH,phosphoglycerate dehydrogenase,SERA_HUMAN,GCN2 KO,293T,−Leu,0.007606333,0.00116014,6.70E-04,-2.276660007,0.16561735,0.095619221,,,,,,
O43175,PHGDH,phosphoglycerate dehydrogenase,SERA_HUMAN,WT,293T,Rich,0.054933333,0.009646556,0.005569441,0,0,0,,,,,,
O43175,PHGDH,phosphoglycerate dehydrogenase,SERA_HUMAN,WT,293T,−Arg,0.024203333,0.008222143,0.004747056,-1.219690191,0.273034541,0.157636566,,,,,,
O43175,PHGDH,phosphoglycerate dehydrogenase,SERA_HUMAN,WT,293T,−Leu,0.015116667,0.003783706,0.002184524,-1.878708599,0.486337871,0.280787301,,,,,,
O43242,PSMD3,"proteasome 26S subunit, non-ATPase 3",PSMD3_HUMAN,GCN2 KO,293T,Rich,0.05728,0.012120103,0.006997545,0,0,0,,,,,,
O43242,PSMD3,"proteasome 26S subunit, non-ATPase 3",PSMD3_HUMAN,GCN2 KO,293T,−Arg,0.020141,0.015625646,0.009021471,-1.9290883,1.326396044,0.765795113,,,,,,
O43242,PSMD3,"proteasome 26S subunit, non-ATPase 3",PSMD3_HUMAN,GCN2 KO,293T,−Leu,0.01852,0.008202439,0.00473568,-1.610883322,1.091319662,0.630073701,,,,,,
O43242,PSMD3,"proteasome 26S subunit, non-ATPase 3",PSMD3_HUMAN,WT,293T,Rich,0.067403333,0.023442006,0.013534248,0,0,0,,,,,,
O43242,PSMD3,"proteasome 26S subunit, non-ATPase 3",PSMD3_HUMAN,WT,293T,−Arg,0.011004667,0.001402058,8.09E-04,-2.553712699,0.592955549,0.342343046,,,,,,
O43242,PSMD3,"proteasome 26S subunit, non-ATPase 3",PSMD3_HUMAN,WT,293T,−Leu,0.01337,NA,NA,-1.621542328,NA,NA,,,,,,
O43324,EEF1E1,eukaryotic translation elongation factor 1 epsilon 1,MCA3_HUMAN,WT,293T,Rich,0.09714,0.066977154,0.038669278,0,0,0,,,,,,
O43324,EEF1E1,eukaryotic translation elongation factor 1 epsilon 1,MCA3_HUMAN,WT,293T,−Arg,0.01923,0.003931514,0.00226986,-2.156158544,0.790092689,0.456160227,,,,,,
O43324,EEF1E1,eukaryotic translation elongation factor 1 epsilon 1,MCA3_HUMAN,WT,293T,−Leu,0.01238,NA,NA,-2.007554916,NA,NA,,,,,,
O43390,HNRNPR,heterogeneous nuclear ribonucleoprotein R,HNRPR_HUMAN,GCN2 KO,293T,Rich,0.056066667,0.01308863,0.007556724,0,0,0,,,,,,
O43390,HNRNPR,heterogeneous nuclear ribonucleoprotein R,HNRPR_HUMAN,GCN2 KO,293T,−Leu,0.008655,0.003059533,0.001766422,-2.725939295,0.8132992,0.469558512,,,,,,
O43390,HNRNPR,heterogeneous nuclear ribonucleoprotein R,HNRPR_HUMAN,WT,293T,Rich,0.077786667,0.043629905,0.025189738,0,0,0,,,,,,
O43390,HNRNPR,heterogeneous nuclear ribonucleoprotein R,HNRPR_HUMAN,WT,293T,−Arg,0.005923333,0.003100497,0.001790073,-3.666759958,0.390303903,0.225342064,,,,,,
O43390,HNRNPR,heterogeneous nuclear ribonucleoprotein R,HNRPR_HUMAN,WT,293T,−Leu,0.010855,0.002012467,0.001161899,-2.690683594,0.930614734,0.537290667,,,,,,
O43395,PRPF3,pre-mRNA processing factor 3,PRPF3_HUMAN,GCN2 KO,293T,Rich,0.0351,0.004751758,0.002743429,0,0,0,,,,,,
O43395,PRPF3,pre-mRNA processing factor 3,PRPF3_HUMAN,GCN2 KO,293T,−Leu,0.01189,0.002361737,0.001363549,-1.569454258,0.092564059,0.053441884,,,,,,
O43395,PRPF3,pre-mRNA processing factor 3,PRPF3_HUMAN,WT,293T,Rich,0.0591,NA,NA,0,NA,NA,,,,,,
O43395,PRPF3,pre-mRNA processing factor 3,PRPF3_HUMAN,WT,293T,−Leu,0.01205,NA,NA,-2.294124984,NA,NA,,,,,,
O43396,TXNL1,thioredoxin like 1,TXNL1_HUMAN,GCN2 KO,293T,Rich,0.04682,0.013659601,0.007886374,0,0,0,,,,,,
O43396,TXNL1,thioredoxin like 1,TXNL1_HUMAN,GCN2 KO,293T,−Arg,0.0074685,0.00251235,0.001450506,-2.493541248,1.051942756,0.607339433,,,,,,
O43396,TXNL1,thioredoxin like 1,TXNL1_HUMAN,GCN2 KO,293T,−Leu,0.0169,0.003215649,0.001856556,-1.440362467,0.722629238,0.417210185,,,,,,
O43396,TXNL1,thioredoxin like 1,TXNL1_HUMAN,WT,293T,Rich,0.078183333,0.01393213,0.008043719,0,0,0,,,,,,
O43396,TXNL1,thioredoxin like 1,TXNL1_HUMAN,WT,293T,−Arg,0.009766,0.00267852,0.001546445,-3.048212666,0.057275898,0.033068255,,,,,,
O43396,TXNL1,thioredoxin like 1,TXNL1_HUMAN,WT,293T,−Leu,0.01064,0.003574507,0.002063743,-2.924371007,0.336316606,0.194172483,,,,,,
O43399,TPD52L2,TPD52 like 2,TPD54_HUMAN,GCN2 KO,293T,Rich,0.1113,NA,NA,0,NA,NA,,,,,,
O43399,TPD52L2,TPD52 like 2,TPD54_HUMAN,GCN2 KO,293T,−Arg,0.01866,NA,NA,-2.576432701,NA,NA,,,,,,
O43399,TPD52L2,TPD52 like 2,TPD54_HUMAN,GCN2 KO,293T,−Leu,0.02959,NA,NA,-1.911271991,NA,NA,,,,,,
O43399,TPD52L2,TPD52 like 2,TPD54_HUMAN,WT,293T,Rich,0.07815,0.052255191,0.030169549,0,0,0,,,,,,
O43399,TPD52L2,TPD52 like 2,TPD54_HUMAN,WT,293T,−Arg,0.01977,0.004780042,0.002759758,-1.821816109,0.695775573,0.401706214,,,,,,
O43399,TPD52L2,TPD52 like 2,TPD54_HUMAN,WT,293T,−Leu,0.014365,4.45E-04,2.57E-04,-2.261519084,1.092800599,0.63092872,,,,,,
O43491,EPB41L2,erythrocyte membrane protein band 4.1 like 2,E41L2_HUMAN,GCN2 KO,293T,Rich,0.038103333,0.014391353,0.008308851,0,0,0,,,,,,
O43491,EPB41L2,erythrocyte membrane protein band 4.1 like 2,E41L2_HUMAN,GCN2 KO,293T,−Arg,0.018818,0.014555086,0.008403383,-1.008433709,2.045353126,1.180885178,,,,,,
O43491,EPB41L2,erythrocyte membrane protein band 4.1 like 2,E41L2_HUMAN,GCN2 KO,293T,−Leu,0.0139,NA,NA,-1.729055834,NA,NA,,,,,,
O43491,EPB41L2,erythrocyte membrane protein band 4.1 like 2,E41L2_HUMAN,WT,293T,Rich,0.06654,0.046273068,0.026715768,0,0,0,,,,,,
O43491,EPB41L2,erythrocyte membrane protein band 4.1 like 2,E41L2_HUMAN,WT,293T,−Arg,0.007428,9.31E-04,5.37E-04,-2.969181633,1.27958479,0.738768623,,,,,,
O43491,EPB41L2,erythrocyte membrane protein band 4.1 like 2,E41L2_HUMAN,WT,293T,−Leu,0.023445,2.05E-04,1.18E-04,-1.30529187,1.110992922,0.641432063,,,,,,
O43583,DENR,density regulated re-initiation and release factor,DENR_HUMAN,WT,293T,Rich,0.08042,0.031502133,0.018187765,0,0,0,,,,,,
O43583,DENR,density regulated re-initiation and release factor,DENR_HUMAN,WT,293T,−Arg,0.018525,0.006017479,0.003474193,-2.375785104,0.085141477,0.049156455,,,,,,
O43583,DENR,density regulated re-initiation and release factor,DENR_HUMAN,WT,293T,−Leu,0.024426667,0.010996665,0.006348927,-1.739457001,0.645728999,0.372811811,,,,,,
O43592,XPOT,exportin for tRNA,XPOT_HUMAN,WT,293T,Rich,0.075316667,0.020125808,0.01161964,0,0,0,,,,,,
O43592,XPOT,exportin for tRNA,XPOT_HUMAN,WT,293T,−Arg,0.013156667,0.004046855,0.002336453,-2.526079549,0.102715949,0.059303081,,,,,,
O43592,XPOT,exportin for tRNA,XPOT_HUMAN,WT,293T,−Leu,0.025483333,0.014621222,0.008441566,-1.682471966,1.044868768,0.603255264,,,,,,
O43615,TIMM44,translocase of inner mitochondrial membrane 44,TIM44_HUMAN,GCN2 KO,293T,Rich,0.06445,NA,NA,0,NA,NA,,,,,,
O43615,TIMM44,translocase of inner mitochondrial membrane 44,TIM44_HUMAN,GCN2 KO,293T,−Leu,0.01239,NA,NA,-2.379004171,NA,NA,,,,,,
O43615,TIMM44,translocase of inner mitochondrial membrane 44,TIM44_HUMAN,WT,293T,Rich,0.113186667,0.05675738,0.032768888,0,0,0,,,,,,
O43615,TIMM44,translocase of inner mitochondrial membrane 44,TIM44_HUMAN,WT,293T,−Arg,0.009679,0.005050157,0.002915709,-3.722181477,0.044256247,0.025551356,,,,,,
O43615,TIMM44,translocase of inner mitochondrial membrane 44,TIM44_HUMAN,WT,293T,−Leu,0.017296333,0.01513794,0.008739894,-2.985227485,1.551461348,0.895736627,,,,,,
O43660,PLRG1,pleiotropic regulator 1,PLRG1_HUMAN,GCN2 KO,293T,Rich,0.03811,NA,NA,0,NA,NA,,,,,,
O43660,PLRG1,pleiotropic regulator 1,PLRG1_HUMAN,GCN2 KO,293T,−Arg,0.02595,NA,NA,-0.55443507,NA,NA,,,,,,
O43660,PLRG1,pleiotropic regulator 1,PLRG1_HUMAN,WT,293T,Rich,0.08047,NA,NA,0,NA,NA,,,,,,
O43660,PLRG1,pleiotropic regulator 1,PLRG1_HUMAN,WT,293T,−Arg,0.009087,NA,NA,-3.146575049,NA,NA,,,,,,
O43660,PLRG1,pleiotropic regulator 1,PLRG1_HUMAN,WT,293T,−Leu,0.008208,NA,NA,-3.293348397,NA,NA,,,,,,
O43707,ACTN4,actinin alpha 4,ACTN4_HUMAN,GCN2 KO,293T,Rich,0.04976,0.010347362,0.005974052,0,0,0,,,,,,
O43707,ACTN4,actinin alpha 4,ACTN4_HUMAN,GCN2 KO,293T,−Arg,0.006859,NA,NA,-2.486162816,NA,NA,,,,,,
O43707,ACTN4,actinin alpha 4,ACTN4_HUMAN,GCN2 KO,293T,−Leu,0.020813333,0.012255123,0.007075498,-1.390365799,0.708869039,0.409265731,,,,,,
O43707,ACTN4,actinin alpha 4,ACTN4_HUMAN,WT,293T,Rich,0.06962,0.022136185,0.012780333,0,0,0,,,,,,
O43707,ACTN4,actinin alpha 4,ACTN4_HUMAN,WT,293T,−Arg,0.007928,0.004210577,0.002430978,-3.215200602,0.578552191,0.334027263,,,,,,
O43707,ACTN4,actinin alpha 4,ACTN4_HUMAN,WT,293T,−Leu,0.013563333,0.002939087,0.001696883,-2.333528897,0.66493677,0.383901423,,,,,,
O43719,HTATSF1,HIV-1 Tat specific factor 1,HTSF1_HUMAN,GCN2 KO,293T,Rich,0.090396667,0.04823263,0.027847122,0,0,0,,,,,,
O43719,HTATSF1,HIV-1 Tat specific factor 1,HTSF1_HUMAN,GCN2 KO,293T,−Arg,0.0055725,3.75E-05,2.16E-05,-3.853483106,1.141305939,0.658933291,,,,,,
O43719,HTATSF1,HIV-1 Tat specific factor 1,HTSF1_HUMAN,GCN2 KO,293T,−Leu,0.013155,0.007461222,0.004307738,-2.772416379,1.075326995,0.62084033,,,,,,
O43719,HTATSF1,HIV-1 Tat specific factor 1,HTSF1_HUMAN,WT,293T,Rich,0.099845,0.031473323,0.018171131,0,0,0,,,,,,
O43719,HTATSF1,HIV-1 Tat specific factor 1,HTSF1_HUMAN,WT,293T,−Arg,0.00663,1.13E-04,6.53E-05,-3.875955269,0.437913145,0.252829272,,,,,,
O43719,HTATSF1,HIV-1 Tat specific factor 1,HTSF1_HUMAN,WT,293T,−Leu,0.0107815,0.0023879,0.001378654,-3.192286149,0.14035176,0.081032126,,,,,,
O43776,NARS1,asparaginyl-tRNA synthetase 1,SYNC_HUMAN,WT,293T,Rich,0.0465,NA,NA,0,NA,NA,,,,,,
O43776,NARS1,asparaginyl-tRNA synthetase 1,SYNC_HUMAN,WT,293T,−Leu,0.01123,NA,NA,-2.049872788,NA,NA,,,,,,
O43809,NUDT21,nudix hydrolase 21,CPSF5_HUMAN,WT,293T,Rich,0.1028,NA,NA,0,NA,NA,,,,,,
O43809,NUDT21,nudix hydrolase 21,CPSF5_HUMAN,WT,293T,−Arg,0.01502,NA,NA,-2.774883547,NA,NA,,,,,,
O43852,CALU,calumenin,CALU_HUMAN,GCN2 KO,293T,Rich,0.069745,0.009326738,0.005384795,0,0,0,,,,,,
O43852,CALU,calumenin,CALU_HUMAN,GCN2 KO,293T,−Arg,0.01855,0.003040559,0.001755468,-1.913947669,0.04403755,0.025425091,,,,,,
O43852,CALU,calumenin,CALU_HUMAN,GCN2 KO,293T,−Leu,0.020545,0.006965002,0.004021246,-1.799514254,0.305291976,0.176260405,,,,,,
O43852,CALU,calumenin,CALU_HUMAN,WT,293T,Rich,0.088866667,0.06820006,0.039375323,0,0,0,,,,,,
O43852,CALU,calumenin,CALU_HUMAN,WT,293T,−Arg,0.014820333,0.010490656,0.006056783,-2.558794161,0.278276503,0.160663014,,,,,,
O43852,CALU,calumenin,CALU_HUMAN,WT,293T,−Leu,0.015883333,0.00559147,0.003228237,-2.281384532,1.240927579,0.716449872,,,,,,
O60256,PRPSAP2,phosphoribosyl pyrophosphate synthetase associated protein 2,KPRB_HUMAN,WT,293T,Rich,0.06533,NA,NA,0,NA,NA,,,,,,
O60256,PRPSAP2,phosphoribosyl pyrophosphate synthetase associated protein 2,KPRB_HUMAN,WT,293T,−Arg,0.006232,NA,NA,-3.389978501,NA,NA,,,,,,
O60256,PRPSAP2,phosphoribosyl pyrophosphate synthetase associated protein 2,KPRB_HUMAN,WT,293T,−Leu,0.006552,NA,NA,-3.317738378,NA,NA,,,,,,
O60264,SMARCA5,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5",SMCA5_HUMAN,GCN2 KO,293T,Rich,0.09717,0.039357563,0.0227231,0,0,0,,,,,,
O60264,SMARCA5,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5",SMCA5_HUMAN,GCN2 KO,293T,−Arg,0.002192,NA,NA,-4.983368133,NA,NA,,,,,,
O60264,SMARCA5,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5",SMCA5_HUMAN,GCN2 KO,293T,−Leu,0.017915,0.001633417,9.43E-04,-2.380608517,0.732881564,0.423129368,,,,,,
O60264,SMARCA5,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5",SMCA5_HUMAN,WT,293T,Rich,0.103193333,0.027627425,0.015950701,0,0,0,,,,,,
O60264,SMARCA5,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5",SMCA5_HUMAN,WT,293T,−Arg,0.003658,9.55E-04,5.51E-04,-4.815447536,0.152101127,0.087815626,,,,,,
O60264,SMARCA5,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5",SMCA5_HUMAN,WT,293T,−Leu,0.01976,0.00913582,0.005274568,-2.228567195,0.866823615,0.500460847,,,,,,
O60506,SYNCRIP,synaptotagmin binding cytoplasmic RNA interacting protein,HNRPQ_HUMAN,GCN2 KO,293T,Rich,0.05936,0.018494591,0.010677857,0,0,0,,,,,,
O60506,SYNCRIP,synaptotagmin binding cytoplasmic RNA interacting protein,HNRPQ_HUMAN,GCN2 KO,293T,−Arg,0.014823667,0.007570412,0.004370779,-2.082077549,1.02536421,0.591994303,,,,,,
O60506,SYNCRIP,synaptotagmin binding cytoplasmic RNA interacting protein,HNRPQ_HUMAN,GCN2 KO,293T,−Leu,0.01276,0.001810193,0.001045116,-2.111468474,0.463357401,0.26751952,,,,,,
O60506,SYNCRIP,synaptotagmin binding cytoplasmic RNA interacting protein,HNRPQ_HUMAN,WT,293T,Rich,0.078503333,0.016284257,0.00940172,0,0,0,,,,,,
O60506,SYNCRIP,synaptotagmin binding cytoplasmic RNA interacting protein,HNRPQ_HUMAN,WT,293T,−Arg,0.008661,0.003258471,0.001881279,-3.229647082,0.527161471,0.304356817,,,,,,
O60506,SYNCRIP,synaptotagmin binding cytoplasmic RNA interacting protein,HNRPQ_HUMAN,WT,293T,−Leu,0.012513667,0.00314674,0.001816771,-2.659931009,0.586869175,0.338829076,,,,,,
O60573,EIF4E2,eukaryotic translation initiation factor 4E family member 2,IF4E2_HUMAN,WT,293T,Rich,0.05002,NA,NA,0,NA,NA,,,,,,
O60573,EIF4E2,eukaryotic translation initiation factor 4E family member 2,IF4E2_HUMAN,WT,293T,−Arg,0.03445,NA,NA,-0.538001075,NA,NA,,,,,,
O60573,EIF4E2,eukaryotic translation initiation factor 4E family member 2,IF4E2_HUMAN,WT,293T,−Leu,0.06285,NA,NA,0.329407687,NA,NA,,,,,,
O60610,DIAPH1,diaphanous related formin 1,DIAP1_HUMAN,GCN2 KO,293T,Rich,0.0642,0.01629174,0.009406041,0,0,0,,,,,,
O60610,DIAPH1,diaphanous related formin 1,DIAP1_HUMAN,GCN2 KO,293T,−Arg,0.0052705,0.00109248,6.31E-04,-3.598618672,0.671327423,0.387591068,,,,,,
O60610,DIAPH1,diaphanous related formin 1,DIAP1_HUMAN,GCN2 KO,293T,−Leu,0.02018,0.011681404,0.006744262,-1.778312028,0.516978611,0.29847774,,,,,,
O60610,DIAPH1,diaphanous related formin 1,DIAP1_HUMAN,WT,293T,Rich,0.05674,0.010166332,0.005869534,0,0,0,,,,,,
O60610,DIAPH1,diaphanous related formin 1,DIAP1_HUMAN,WT,293T,−Arg,0.013570667,0.004128351,0.002383505,-2.092755402,0.496206469,0.286484938,,,,,,
O60610,DIAPH1,diaphanous related formin 1,DIAP1_HUMAN,WT,293T,−Leu,0.010844667,0.001948924,0.001125212,-2.386756557,0.141999606,0.081983511,,,,,,
O60664,PLIN3,perilipin 3,PLIN3_HUMAN,GCN2 KO,293T,Rich,0.03013,NA,NA,0,NA,NA,,,,,,
O60664,PLIN3,perilipin 3,PLIN3_HUMAN,GCN2 KO,293T,−Arg,0.01034,NA,NA,-1.542964487,NA,NA,,,,,,
O60664,PLIN3,perilipin 3,PLIN3_HUMAN,WT,293T,Rich,0.04155,0.017654359,0.010192749,0,0,0,,,,,,
O60664,PLIN3,perilipin 3,PLIN3_HUMAN,WT,293T,−Arg,0.01215,0.001640488,9.47E-04,-1.567896545,0.759959459,0.438762798,,,,,,
O60664,PLIN3,perilipin 3,PLIN3_HUMAN,WT,293T,−Leu,0.006779,NA,NA,-2.728534686,NA,NA,,,,,,
O60749,SNX2,sorting nexin 2,SNX2_HUMAN,GCN2 KO,293T,Rich,0.0643,NA,NA,0,NA,NA,,,,,,
O60749,SNX2,sorting nexin 2,SNX2_HUMAN,GCN2 KO,293T,−Leu,0.009777,NA,NA,-2.71735498,NA,NA,,,,,,
O60763,USO1,USO1 vesicle transport factor,USO1_HUMAN,GCN2 KO,293T,Rich,0.035366667,0.006174215,0.003564685,0,0,0,,,,,,
O60763,USO1,USO1 vesicle transport factor,USO1_HUMAN,GCN2 KO,293T,−Arg,0.002579,NA,NA,-3.842641593,NA,NA,,,,,,
O60763,USO1,USO1 vesicle transport factor,USO1_HUMAN,GCN2 KO,293T,−Leu,0.012172667,0.006799653,0.003925782,-1.707701124,0.734710805,0.424185481,,,,,,
O60763,USO1,USO1 vesicle transport factor,USO1_HUMAN,WT,293T,Rich,0.050343333,0.013231059,0.007638956,0,0,0,,,,,,
O60763,USO1,USO1 vesicle transport factor,USO1_HUMAN,WT,293T,−Arg,0.003183,0.001098844,6.34E-04,-3.881791154,0.020672557,0.011935306,,,,,,
O60763,USO1,USO1 vesicle transport factor,USO1_HUMAN,WT,293T,−Leu,0.009566333,0.006553572,0.003783706,-2.583443294,1.372360085,0.792332464,,,,,,
O60832,DKC1,dyskerin pseudouridine synthase 1,DKC1_HUMAN,GCN2 KO,293T,Rich,0.078435,0.042801173,0.024711269,0,0,0,,,,,,
O60832,DKC1,dyskerin pseudouridine synthase 1,DKC1_HUMAN,GCN2 KO,293T,−Arg,0.023155,0.004080006,0.002355593,-1.655169711,0.574709346,0.331808596,,,,,,
O60832,DKC1,dyskerin pseudouridine synthase 1,DKC1_HUMAN,GCN2 KO,293T,−Leu,0.014624,0.010190823,0.005883674,-2.507500328,0.27086775,0.156385569,,,,,,
O60832,DKC1,dyskerin pseudouridine synthase 1,DKC1_HUMAN,WT,293T,Rich,0.11048,0.04569916,0.026384422,0,0,0,,,,,,
O60832,DKC1,dyskerin pseudouridine synthase 1,DKC1_HUMAN,WT,293T,−Arg,0.032433333,0.02122125,0.012252094,-1.874811188,0.995970598,0.575023893,,,,,,
O60832,DKC1,dyskerin pseudouridine synthase 1,DKC1_HUMAN,WT,293T,−Leu,0.019053333,0.004900503,0.002829307,-2.464417186,1.033464665,0.596671102,,,,,,
O60841,EIF5B,eukaryotic translation initiation factor 5B,IF2P_HUMAN,GCN2 KO,293T,Rich,0.056193333,0.008359529,0.004826377,0,0,0,,,,,,
O60841,EIF5B,eukaryotic translation initiation factor 5B,IF2P_HUMAN,GCN2 KO,293T,−Arg,0.0089215,3.70E-04,2.14E-04,-2.573036409,0.32665901,0.188596667,,,,,,
O60841,EIF5B,eukaryotic translation initiation factor 5B,IF2P_HUMAN,GCN2 KO,293T,−Leu,0.008615,0.001905844,0.001100339,-2.716980242,0.210201674,0.121359993,,,,,,
O60841,EIF5B,eukaryotic translation initiation factor 5B,IF2P_HUMAN,WT,293T,Rich,0.07028,0.013021763,0.007518118,0,0,0,,,,,,
O60841,EIF5B,eukaryotic translation initiation factor 5B,IF2P_HUMAN,WT,293T,−Arg,0.004578,NA,NA,-3.768525441,NA,NA,,,,,,
O60841,EIF5B,eukaryotic translation initiation factor 5B,IF2P_HUMAN,WT,293T,−Leu,0.010567667,0.006465975,0.003733133,-2.974801817,1.397079885,0.806604448,,,,,,
O60884,DNAJA2,DnaJ heat shock protein family (Hsp40) member A2,DNJA2_HUMAN,GCN2 KO,293T,Rich,0.040775,0.020315178,0.011728973,0,0,0,,,,,,
O60884,DNAJA2,DnaJ heat shock protein family (Hsp40) member A2,DNJA2_HUMAN,GCN2 KO,293T,−Leu,0.0098405,0.002205466,0.001273326,-1.973636422,1.077045172,0.62183232,,,,,,
O60884,DNAJA2,DnaJ heat shock protein family (Hsp40) member A2,DNJA2_HUMAN,WT,293T,Rich,0.06205,NA,NA,0,NA,NA,,,,,,
O60884,DNAJA2,DnaJ heat shock protein family (Hsp40) member A2,DNJA2_HUMAN,WT,293T,−Leu,0.01579,NA,NA,-1.974420039,NA,NA,,,,,,
O75083,WDR1,WD repeat domain 1,WDR1_HUMAN,GCN2 KO,293T,Rich,0.048235,0.01410678,0.008144553,0,0,0,,,,,,
O75083,WDR1,WD repeat domain 1,WDR1_HUMAN,GCN2 KO,293T,−Arg,0.0066345,0.001246629,7.20E-04,-2.843340272,0.155407608,0.089724624,,,,,,
O75083,WDR1,WD repeat domain 1,WDR1_HUMAN,GCN2 KO,293T,−Leu,0.015565,0.002071823,0.001196167,-1.606665147,0.235499701,0.135965816,,,,,,
O75083,WDR1,WD repeat domain 1,WDR1_HUMAN,WT,293T,Rich,0.070016667,0.026244484,0.01515226,0,0,0,,,,,,
O75083,WDR1,WD repeat domain 1,WDR1_HUMAN,WT,293T,−Arg,0.01133,NA,NA,-2.071116768,NA,NA,,,,,,
O75083,WDR1,WD repeat domain 1,WDR1_HUMAN,WT,293T,−Leu,0.01479,0.001411701,8.15E-04,-2.181602174,0.425214029,0.245497434,,,,,,
O75131,CPNE3,copine 3,CPNE3_HUMAN,WT,293T,Rich,0.05292,0.016532157,0.009544845,0,0,0,,,,,,
O75131,CPNE3,copine 3,CPNE3_HUMAN,WT,293T,−Arg,0.005819,NA,NA,-3.472914324,NA,NA,,,,,,
O75131,CPNE3,copine 3,CPNE3_HUMAN,WT,293T,−Leu,0.01096,2.83E-05,1.63E-05,-2.235480572,0.454526611,0.262421061,,,,,,
O75367,MACROH2A1,macroH2A.1 histone,H2AY_HUMAN,GCN2 KO,293T,Rich,0.053466667,0.018348069,0.010593263,0,0,0,,,,,,
O75367,MACROH2A1,macroH2A.1 histone,H2AY_HUMAN,GCN2 KO,293T,−Arg,0.006651,0.001079476,6.23E-04,-2.95721922,0.765641905,0.44204356,,,,,,
O75367,MACROH2A1,macroH2A.1 histone,H2AY_HUMAN,GCN2 KO,293T,−Leu,0.018846667,0.010151159,0.005860775,-1.567517094,0.778415166,0.449418206,,,,,,
O75367,MACROH2A1,macroH2A.1 histone,H2AY_HUMAN,WT,293T,Rich,0.077963333,0.03219932,0.018590286,0,0,0,,,,,,
O75367,MACROH2A1,macroH2A.1 histone,H2AY_HUMAN,WT,293T,−Arg,0.012107333,0.003749822,0.00216496,-2.632500845,0.310714636,0.179391179,,,,,,
O75367,MACROH2A1,macroH2A.1 histone,H2AY_HUMAN,WT,293T,−Leu,0.010326667,3.15E-04,1.82E-04,-2.815613745,0.730626874,0.421827622,,,,,,
